name	code	has_compressor	comp_ratio	pressure_upper	pressure_lower	lowest_temp	highest_temp	elevation	A00001516	A00001517	sub_division	valve	idx
A00002796	3779318280385200128		1.4	9.85	4.0	0.0	20.0	330.0	A00002797	A00002798	0		531
A00001059	3779318280389394432		1.4	9.85	4.0	0.0	20.0	280.0	A00002799	A00002800	0		532
A00002801	3779318280397783040		1.4	9.85	4.0	0.0	20.0	310.0	A00002802	A00002803	0		533
A00002804	3779318280406171648		1.4	9.85	4.0	0.0	20.0	290.0	A00002805	A00002806	0		534
A00000165	3779318280410365952		1.4	6.0	2.5	0.0	20.0	1537.0	A00002807	A00002808	0		535
A00000148	3779318280418754560		1.4	6.0	2.5	0.0	20.0	1537.0	A00002809	A00002810	0		536
A00000151	3779318280422948864		1.4	6.0	2.5	0.0	20.0	1537.0	A00002811	A00002812	0		537
A00001141	3779318280431337472		1.4	6.0	0.5	0.0	20.0	2030.0	A00002813	A00002814	0		538
A00001143	3779318280439726080		1.4	6.0	0.5	0.0	20.0	2030.0	A00002815	A00002816	0		539
A00001168	3779318280448114688		1.4	6.0	0.5	0.0	20.0	2370.0	A00002817	A00002818	0		540
A00000234	3779318280456503296		1.4	9.85	4.0	0.0	20.0	1240.0	A00002819	A00002820	0		541
A00000261	3779318280464891904		1.4	9.8	1.0	0.0	20.0	850.0	A00002821	A00002822	0		542
A00002823	3779318280469086208	A00002824	1.4	9.85	4.0	0.0	20.0	1106.0	A00002825	A00002826	0		543
A00002827	3779318280477474816		1.4	9.85	4.0	0.0	20.0	1106.0	A00002828	A00002829	0		544
A00000214	3779318280485863424		1.4	9.85	4.0	0.0	20.0	235.0	A00002830	A00002831	0		545
A00002832	3779318280490057728		1.4	9.85	4.0	0.0	20.0	146.0	A00002833	A00002834	0		546
A00000208	3779318280498446336		1.4	6.0	1.0	0.0	20.0	135.0	A00002835	A00002836	0		547
A00000216	3779318280506834944		1.4	9.85	4.0	0.0	20.0	363.0	A00002837	A00002838	0		548
A00000194	3779318280511029248	A00002839	1.4	9.85	4.0	0.0	20.0	85.0	A00002840	A00002841	0		549
A00000220	3779318280519417856		1.4	6.0	1.0	0.0	20.0	85.0	A00002842	A00002843	0		550
A00000200	3779318280523612160		1.4	9.85	4.0	0.0	20.0	24.0	A00002844	A00002845	0		551
A00001456	3779318280532000768		1.4	9.8	1.0	0.0	20.0	56.0	A00002846	A00002847	0		552
A00000212	3779318280536195072		1.4	9.8	1.0	0.0	20.0	20.0	A00002848	A00002849	0		553
A00000227	3779318280544583680		1.4	9.8	1.0	0.0	20.0	20.0	A00002850	A00002851	0		554
A00000230	3779318280548777984		1.4	6.0	1.0	0.0	20.0	15.0	A00002852	A00002853	0		555
A00000203	3779318280557166592		1.4	6.0	1.0	0.0	20.0	24.0	A00002854	A00002855	0		556
A00000205	3779318280565555200		1.4	6.0	1.0	0.0	20.0	24.0	A00002856	A00002857	0		557
A00000207	3779318280569749504		1.4	6.0	1.0	0.0	20.0	24.0	A00002858	A00002859	0		558
A00000222	3779318280578138112		1.4	6.0	1.0	0.0	20.0	24.0	A00002860	A00002861	0		559
A00000224	3779318280582332416		1.4	6.0	1.0	0.0	20.0	155.0	A00002862	A00002863	0		560
A00002864	3779318280590721024		1.4	6.0	1.0	0.0	20.0	166.0	A00002865	A00002866	0		561
A00000210	3779318280594915328		1.4	6.0	1.0	0.0	20.0	166.0	A00002867	A00002868	0		562
A00002869	3779318280603303936		1.4	9.85	4.0	0.0	20.0	14.0	A00002870	A00002871	0		563
A00000192	3779318280607498240		1.4	9.85	4.0	0.0	20.0	22.0	A00002872	A00002873	0		564
A00000218	3779318280615886848		1.4	6.0	1.0	0.0	20.0	14.0	A00002874	A00002875	0		565
A00000196	3779318280620081152		1.4	6.0	1.0	0.0	20.0	14.0	A00002876	A00002877	0		566
A00000198	3779318280624275456		1.4	6.0	1.0	0.0	20.0	14.0	A00002878	A00002879	0		567
A00000179	3779318280632664064		1.4	9.85	4.0	0.0	20.0	16.0	A00002880	A00002881	0		568
A00000173	3779318280636858368		1.4	9.85	4.0	0.0	20.0	21.0	A00002882	A00002883	0		569
A00000175	3779318280645246976		1.4	9.85	4.0	0.0	20.0	18.0	A00002884	A00002885	0		570
A00000185	3779318280653635584		1.4	9.85	4.0	0.0	20.0	4.0	A00002886	A00002887	0		571
A00000188	3779318280657829888		1.4	9.85	4.0	0.0	20.0	4.0	A00002888	A00002889	0		572
A00000190	3779318280666218496		1.4	9.85	4.0	0.0	20.0	69.0	A00002890	A00002891	0		573
A00001082	3779318280670412800		1.4	9.85	4.0	0.0	20.0	15.0	A00002892	A00002893	0		574
A00001084	3779318280678801408		1.4	6.5	2.5	0.0	20.0	8.0	A00002894	A00002895	0		575
A00000833	3779318280687190016		1.4	6.0	2.5	0.0	20.0	1157.0	A00002896	A00002897	0		576
A00000781	3779318280691384320		1.4	6.0	2.5	0.0	20.0	1157.0	A00002898	A00002899	0		577
A00000802	3779318280699772928		1.4	6.0	2.5	0.0	20.0	1122.0	A00002900	A00002901	0		578
A00000790	3779318280703967232		1.4	6.0	2.5	0.0	20.0	1439.0	A00002902	A00002903	0		579
A00000814	3779318280712355840		1.4	6.0	2.5	0.0	20.0	1199.0	A00002904	A00002905	0		580
A00002906	3779318280716550144		1.4	6.0	2.5	0.0	20.0	1199.0	A00002907	A00002908	0		581
A00002909	3779318280724938752		1.4	6.0	2.5	0.0	20.0	1439.0	A00002910	A00002911	0		582
A00000793	3779318280729133056		1.4	6.0	2.5	0.0	20.0	1451.0	A00002912	A00002913	0		583
A00001448	3779318280737521664	A00002914	1.4	6.0	2.5	0.0	20.0	1308.0	A00002915	A00002916	0		584
A00002917	3779318280741715968		1.4	6.0	2.5	0.0	20.0	1445.0	A00002918	A00002919	0		585
A00000796	3779318280750104576		1.4	6.0	2.5	0.0	20.0	1122.0	A00002920	A00002921	0		586
A00000799	3779318280754298880		1.4	6.0	2.5	0.0	20.0	1122.0	A00002922	A00002923	0		587
A00002924	3779318280762687488		1.4	6.0	2.5	0.0	20.0	1122.0	A00002925	A00002926	0		588
A00000806	3779318280766881792		1.4	6.0	2.5	0.0	20.0	1122.0	A00002927	A00002928	0		589
A00000808	3779318280775270400		1.4	6.0	2.5	0.0	20.0	1122.0	A00002929	A00002930	0		590
A00000810	3779318280783659008		1.4	6.0	2.5	0.0	20.0	1122.0	A00002931	A00002932	0		591
A00000812	3779318280792047616		1.4	6.0	2.5	0.0	20.0	1122.0	A00002933	A00002934	0		592
A00001221	3779318280800436224	A00002935	1.4	6.0	2.5	0.0	20.0	2715.0	A00002936	A00002937	0		593
A00001384	3779318280804630528	A00002938	1.4	6.0	2.5	0.0	20.0	3600.0	A00002939	A00002940	0		594
A00000835	3779318280813019136		1.4	6.0	2.5	0.0	20.0	2920.0	A00002941	A00002942	0		595
A00000838	3779318280817213440	A00002943	1.4	6.0	2.5	0.0	20.0	2951.0	A00002944	A00002945	0		596
A00000841	3779318280825602048	A00002946	1.4	6.0	2.5	0.0	20.0	3242.0	A00002947	A00002948	0		597
A00002949	3779318280833990656		1.4	6.0	2.5	0.0	20.0	3242.0	A00002950	A00002951	0		598
A00000843	3779318280838184960		1.4	6.0	2.5	0.0	20.0	2800.0	A00002952	A00002953	0		599
A00000847	3779318280846573568		1.4	6.0	2.5	0.0	20.0	2128.0	A00002954	A00002955	0		600
A00000097	3779318280850767872		1.4	6.0	2.5	0.0	20.0	1817.0	A00002956	A00002957	0		601
A00000849	3779318280859156480		1.4	6.0	2.5	0.0	20.0	1999.0	A00002958	A00002959	0		602
A00000095	3779318280867545088		1.4	6.0	2.5	0.0	20.0	1999.0	A00002960	A00002961	0		603
A00000851	3779318280871739392		1.4	6.0	2.5	0.0	20.0	2800.0	A00002962	A00002963	0		604
0623732+300m	3779318280880128000		1.4	6.0	2.5	0.0	20.0	2800.0	A00002964	A00002965	0		605
A00000093	3779318280884322304		1.4	9.85	2.5	0.0	20.0	1580.0	A00002966	A00002967	0		606
A00000091	3779318280892710912	A00002968	1.4	9.85	2.5	0.0	20.0	1683.0	A00002969	A00002970	0		607
A00000153	3779318280896905216		1.4	6.0	2.5	0.0	20.0	2256.0	A00002971	A00002972	0		608
A00002973	3779318280905293824		1.4	9.85	2.5	0.0	20.0	2256.0	A00002974	A00002975	0		609
A00000101	3779318280909488128		1.4	6.0	2.5	0.0	20.0	1651.0	A00002976	A00002977	0		610
A00000160	3779318280917876736		1.4	6.0	2.5	0.0	20.0	1609.0	A00002978	A00002979	0		611
A00000104	3779318280926265344		1.4	6.0	2.5	0.0	20.0	1637.0	A00002980	A00002981	0		612
A00000109	3779318280930459648		1.4	6.0	2.5	0.0	20.0	1669.0	A00002982	A00002983	0		613
A00000107	3779318280938848256		1.4	6.0	2.5	0.0	20.0	1694.0	A00002984	A00002985	0		614
A00000117	3779318280943042560		1.4	6.0	2.5	0.0	20.0	1669.0	A00002986	A00002987	0		615
A00000156	3779318280951431168		1.4	6.0	2.5	0.0	20.0	1669.0	A00002988	A00002989	0		616
A00000113	3779318280955625472		1.4	6.0	2.5	0.0	20.0	1669.0	A00002990	A00002991	0		617
A00000232	3779318280964014080		1.4	6.0	2.5	0.0	20.0	1669.0	A00002992	A00002993	0		618
A00000115	3779318280968208384		1.4	6.0	2.5	0.0	20.0	1669.0	A00002994	A00002995	0		619
A00000119	3779318280976596992		1.4	6.0	2.5	0.0	20.0	1637.0	A00002996	A00002997	0		620
A00002998	3779318280980791296		1.4	6.0	2.5	0.0	20.0	1637.0	A00002999	A00003000	0		621
A00003001	3779318280989179904		1.4	6.0	2.5	0.0	20.0	1637.0	A00003002	A00003003	0		622
A00003004	3779318280997568512		1.4	6.0	2.5	0.0	20.0	1637.0	A00003005	A00003006	0		623
A00000121	3779318281001762816		1.4	4.0	1.5	0.0	20.0	1637.0	A00003007	A00003008	0		624
A00000158	3779318281010151424		1.4	4.0	1.5	0.0	20.0	1637.0	A00003009	A00003010	0		625
A00003011	3779318281018540032		1.4	9.85	4.0	0.0	20.0	23.0	A00003012	A00003013	0		626
A00000017	3779318281022734336		1.4	9.85	4.0	0.0	20.0	13.0	A00003014	A00003015	0		627
A00000313	3779318281031122944	A00003016	1.4	9.85	1.5	0.0	20.0	2.0	A00003017	A00003018	0		628
A00001298	3779318281039511552		1.4	9.85	4.0	0.0	20.0	0.0	A00003019	A00003020	0		629
A00001441	3779318281047900160		1.4	9.85	4.0	0.0	20.0	0.0	A00003021	A00003022	0		630
A00001289	3779318281052094464		1.4	9.85	4.0	0.0	20.0	0.0	A00003023	A00003024	0		631
A00001310	3779318281060483072		1.4	9.85	4.0	0.0	20.0	0.0	A00003025	A00003026	0		632
A00001283	3779318281064677376		1.4	9.85	4.0	0.0	20.0	0.0	A00003027	A00003028	0		633
A00001276	3779318281073065984		1.4	9.85	4.0	0.0	20.0	0.0	A00003029	A00003030	0		634
A00001267	3779318281077260288		1.4	9.85	4.0	0.0	20.0	0.0	A00003031	A00003032	0		635
A00001313	3779318281085648896		1.4	9.85	4.0	0.0	20.0	0.0	A00003033	A00003034	0		636
A00000306	3779318281089843200		1.4	9.85	4.0	0.0	20.0	8.0	A00003035	A00003036	0		637
A00000444	3779318281098231808	A00003037	1.4	11.85	6.0	0.0	20.0	143.0	A00003038	A00003039	0		638
A00001303	3779318281106620416		1.4	11.85	6.0	0.0	20.0	164.0	A00003040	A00003041	0		639
A00003042	3779318281110814720	A00003043	1.4	11.85	6.0	0.0	20.0	251.0	A00003044	A00003045	0		640
A00003046	3779318281119203328		1.4	11.85	6.0	0.0	20.0	300.0	A00003047	A00003048	0		641
A00001465	3779318281123397632		1.4	11.85	6.0	0.0	20.0	240.0	A00003049	A00003050	0		642
